pathway	M100	M101	M102	M103	M104	M105	M106	M107	M108	M109	M10	M110	M111	M113	M114	M116	M117	M11	M12	M13	M14	M15	M16	M17	M18	M19	M1	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M2	M30	M31	M32	M33	M34	M35	M36	M37	M38	M39	M3	M40	M41	M42	M43	M44	M45	M46	M47	M48	M49	M4	M50	M51	M52	M53	M54	M55	M56	M57	M58	M59	M5	M60	M61	M62	M63	M64	M65	M66	M67	M68	M69	M6	M70	M71	M72	M73	M74	M75	M76	M77	M78	M79	M7	M80	M81	M82	M83	M84	M85	M86	M87	M88	M89	M8	M90	M91	M92	M93	M94	M95	M96	M97	M98	M99	M9
PWY-5920	55.5272	46.5596	1322.7358	295.0354	108.5232	174.462	201.9849	585.0124	297.1938	134.3877	502.853	94.2406	31.1881	33.4563	541.281	336.4436	73.4934	370.5882	167.9103	135.3912	300.0485	1021.8273	501.0916	245.9734	799.0715	212.5394	73.6983	444.1013	194.0072	141.7291	358.9694	275.8528	170.0999	60.9977	201.2431	733.7586	64.751	404.4242	61.0364	118.5602	584.0003	95.276	299.3097	2.6744	71.2797	2190.8645	282.0037	312.0918	403.7388	601.2074	46.6808	98.9501	108.0563	145.6523	70.6651	18.2688	697.1896	454.6567	844.3918	236.1962	152.5083	665.1549	177.9005	226.4613	261.8898	2337.4632	1214.943	112.8571	293.5515	78.7086	561.2554	1540.8317	58.5891	481.2126	151.0547	473.7271	101.2401	202.4219	178.5889	190.3331	277.2784	186.143	1326.0701	509.5798	211.5855	365.9426	204.6044	512.8472	1117.9704	26.4394	615.0214	622.0184	140.0082	576.4083	1954.8942	1825.0945	600.7336	94.9978	1053.4282	637.1142	636.1033	792.993	735.0715	610.4568	767.5881	655.3255	572.466	359.1361	136.47	982.9023	253.456	354.4149	358.122	505.8278	36.2198
PWY-5971	3090.3018	3591.8073	20375.1715	13363.0681	7135.9592	987.1435	16642.2251	20356.5066	11633.4391	13906.9769	13675.3355	12015.5804	15761.7428	5308.7814	7011.5266	17714.4972	7578.7513	17682.4076	6559.9643	8105.922	4739.6083	9627.4018	15032.7406	4822.0945	11962.5798	7531.2239	10155.1993	13145.3907	644.4826	8830.3474	15440.8066	15586.3306	3577.2341	8480.4541	4525.7902	12568.2585	6116.8426	7647.9409	52.9429	4235.9166	10809.4174	6630.2637	10193.9365	6195.9706	2421.2607	20509.4228	12977.7954	13252.5166	7957.175	9124.523	2005.5875	11800.0397	5253.1064	4085.7792	14578.8739	2358.9132	8154.6716	18719.9331	7918.3418	7116.6239	9730.4952	18987.3928	7311.1188	24047.4254	9832.4789	50343.5433	69957.2423	3770.0123	18542.3122	9182.7163	3043.4245	9979.2985	9343.8171	8600.9645	7996.5688	33505.0773	17909.4133	7604.793	13075.2623	5693.0761	16416.8293	8302.2609	21147.8873	48544.8026	9903.5959	20057.1876	8533.2618	18325.6492	31187.6905	10349.7356	33630.0544	21397.2886	11184.5447	62380.3733	42193.4201	51107.7495	36853.2553	8711.1932	27432.0054	31042.2779	27090.6495	67728.7496	14096.9472	23463.9542	13695.0111	16796.4494	13297.0352	17010.7687	6648.1207	12033.2225	25191.2716	7689.095	7425.4092	10382.0639	5454.5612
PWY-5973	11517.6603	15126.3669	65617.02	52458.8202	36125.3988	132831.5383	111309.1265	97328.2607	51695.8735	83710.8675	51545.138	73832.4644	52043.246	34085.3803	43080.215	67487.181	45024.4618	67411.8332	43578.4784	27585.5416	31197.4165	45525.8867	117477.8103	30936.2464	49946.8258	26090.5547	50341.696	78784.6849	1857.3719	53240.3673	68760.9014	46061.3886	15824.8896	27521.4902	22875.5704	57268.7275	19321.2466	27639.6419	592.6777	20121.1391	55453.2137	42696.4601	30609.3911	23616.1322	14752.0846	52101.6499	46436.8093	59388.1036	45347.6709	61574.4542	13948.7239	31182.8484	25741.7839	23177.4866	54067.0468	17002.7934	42861.1569	46707.9473	22827.7613	32049.7187	35738.4	45645.4333	32868.2982	71343.6433	15441.6218	119519.514	165607.7055	38553.9924	46576.0866	34370.192	19168.5126	16183.3755	33886.2839	26815.6745	25114.006	118038.2804	42712.966	29938.1018	54342.7582	26791.3763	41054.4696	45391.6424	102538.3902	160212.0433	41825.0543	111272.7659	34278.2361	70869.0925	98566.8248	43076.2721	133554.9302	129415.0763	41929.3506	182581.4498	108446.0885	148572.6191	137039.5316	77291.3182	204217.5719	134092.5344	132395.3429	174151.0136	62335.3904	183520.1287	73539.9309	72425.2174	67029.2814	51814.0853	50588.9855	74963.2343	67719.8841	42249.268	32682.3033	36599.5623	39434.0053
PWY-5989	2976.9344	2800.1496	15413.6773	9698.9594	5884.865	596.9069	11263.742	19554.5573	13490.9701	9894.8834	10622.3015	12261.6372	11412.8585	4865.4828	4919.5356	20527.1658	6943.686	15792.9592	4593.6188	7430.7652	3880.6398	10438.3514	22833.9668	3969.952	8974.6735	6620.6661	8536.6094	9092.5436	1106.6977	11101.6111	12594.7987	20109.8467	2455.8935	6022.495	4621.6701	9012.8442	5121.6778	7159.928	46.5381	2908.6572	11266.9246	4602.4176	8470.5494	4398.0418	1867.397	15133.9047	10414.3026	9499.8589	11220.0627	6323.8016	1575.2949	13045.1759	3904.9665	2990.7058	11389.7456	1689.3609	5472.0825	14273.3706	5670.4599	7595.1767	7302.9739	18394.1302	4899.1297	17711.624	10781.9908	38023.7123	54294.6469	2495.7185	21872.0114	9230.7384	5630.5858	9183.9786	9256.4581	6168.1647	8164.5921	23653.5099	13735.5268	5582.9909	10576.5468	4392.4857	13262.981	6926.4122	14434.2754	34496.6453	8068.7494	16444.6021	7757.6683	18838.5017	27838.9825	9407.3777	27797.3637	14595.662	9816.3864	64674.2398	35701.534	52634.7795	26564.3894	5794.9303	18343.1856	28136.0729	19088.8333	53104.1295	12169.3022	32201.0519	9207.6674	12113.1762	9407.2391	13761.6606	5638.753	7770.7124	26078.2183	5207.4299	5823.4956	12193.769	4753.3446
PWY-6071	0.0	4.5041	239.6082	2.6129	0.0	0.0	16.4755	22.4123	0.0	6.3409	5.1248	0.0	0.0	0.0	15.8114	0.0	0.0	25.7728	0.0	0.0	0.0	1.1156	0.0	0.0	270.5577	0.0	0.0	94.5688	0.0	0.0	4.8091	0.0	7.3467	0.6327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1459	72.8833	0.0	5.3294	0.0	149.9403	0.0	0.0	0.0	0.0	0.0	0.0	2.4903	0.0	38.1001	0.7242	0.0	0.0	0.0	1.3072	0.3589	598.8083	6.7757	39.4278	0.3589	0.0	0.8461	0.0	0.0	3.2985	0.0	27.3808	0.0	0.0	2.2905	0.0	0.0	0.0	281.8262	42.4146	0.0	0.0	0.0	0.0	8.8701	0.0	3.3844	12.4452	0.0	1.6003	0.0	0.0	0.0	0.0	1.3182	3.8503	0.0	0.0	0.6431	0.0	24.6999	10.6943	0.0	0.0	0.0	51.9992	0.0	0.0	0.0	0.0	0.0
PWY-6107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.5049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8204	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6121	10871.5206	14421.063	61752.7839	49851.3849	33839.2153	128531.803	106578.7397	91719.2446	48354.4357	79564.4517	49563.0672	69123.4438	48717.3833	32419.7277	42714.0832	61569.8951	43167.382	63117.4297	41307.7943	26251.1171	29437.4862	41388.4041	107550.3896	28724.8273	47917.3126	24874.7142	47055.7964	74787.2065	1648.5844	48065.8195	64955.9249	43076.1897	15022.5571	26230.1062	21046.8319	55948.7402	18024.3328	25583.8113	557.1915	19398.1099	52147.4129	40483.1768	29360.2676	21847.9066	13648.5355	50316.6538	44153.9543	56607.2314	42602.9209	59190.1863	12978.9715	29412.4549	24545.1287	22095.551	51772.0961	15922.5366	40322.3456	44449.8631	21734.223	29692.3618	34612.5898	43017.2761	32765.248	68263.6376	14050.8725	113526.4809	159754.8696	37038.6854	43852.5625	31762.351	18057.2176	14035.1506	31737.2908	26268.927	23379.1024	112622.2194	40223.1556	28513.7103	51742.9425	25494.9093	39268.9693	42783.5775	97623.1165	157672.1533	38945.9903	104997.3355	31982.9886	66763.293	92783.9905	41620.8533	125921.614	124783.3076	39373.6894	168901.1708	102817.604	142011.8228	127794.3181	74670.819	196389.2712	123896.2525	126545.9202	167505.3006	60256.7487	173010.2346	71612.792	68921.0771	63555.5344	48186.0047	47419.1832	70221.3054	63630.7165	39410.4066	31703.0359	34688.498	37775.5956
PWY-6122	10677.2886	14130.2596	60727.1443	49717.9876	33556.0239	131818.2184	107409.7058	90027.5296	48168.9157	79660.0506	48668.8354	68865.1596	48378.6262	32195.392	42037.7587	60368.8996	42570.2342	61221.0078	40762.4	25617.1066	28751.8841	40612.7331	105864.3713	28483.4894	46788.2629	24452.7457	46766.3171	74209.8997	1565.9692	47261.8425	64283.1118	41548.9899	14958.4131	25848.0544	20762.7061	55527.3895	17712.2663	25006.8795	549.3547	19316.1416	51928.7128	40575.9009	28866.0438	21500.0909	13687.8706	49178.4481	43812.7487	55769.1297	41740.1	58769.0964	12899.0836	29055.5337	24331.9213	22025.2285	51089.0178	15965.4231	40031.8427	43631.2803	21570.3673	29051.1487	34425.7098	41830.0794	33148.9128	67061.836	13602.4355	110752.5446	154688.456	36823.033	42968.65	31377.6017	17614.6837	13680.2986	31233.3207	25766.6655	22771.3812	109962.5648	39735.3263	28103.3964	51219.8561	25235.4044	38421.1814	42373.8299	97218.0763	155890.812	38273.8335	102437.4265	31078.6233	64978.6894	90512.1228	40805.8765	123275.5832	122515.6178	38640.027	163968.8193	99646.1797	137423.9214	124135.2211	74964.2116	191944.5144	122248.5561	124668.2896	163945.6521	59798.0622	170994.8155	71213.3946	68101.7362	62648.2286	47803.2188	47538.417	69933.5269	62006.1778	39240.7096	31192.5146	34204.3444	37340.1116
PWY-6123	9863.4253	13205.5474	56522.7677	45134.6272	30831.1953	114955.7939	95759.4927	83641.136	43581.9517	71397.6388	44788.7886	62373.0856	43532.7778	29239.3106	38482.9554	56159.5632	39113.6022	57581.2562	36884.479	23845.5073	26408.2615	37380.4667	98087.2245	25794.9349	42770.4037	22358.9969	42478.304	67940.2828	1524.0887	43639.7506	58658.6904	40047.6333	13594.1384	23815.3174	19191.571	50507.5846	16470.9834	23526.7903	491.8051	17375.8632	47530.7367	36492.3337	26718.4844	19886.2156	12378.1774	44995.292	40047.7075	51038.9285	39066.2702	52899.0103	11734.0167	26849.3127	22318.6996	20095.4139	46981.66	14425.5757	37021.6608	40621.2943	19573.4022	26979.7623	31149.7145	39071.7593	28722.53	61739.3353	12811.7651	103442.0963	146231.4497	33319.8945	39839.5328	28948.5399	16585.7992	12508.8374	28925.8736	22984.4156	21328.2948	100997.4701	36444.5956	25638.8576	46723.6892	23238.6874	35376.1215	38418.8751	87407.1173	140000.9671	35202.9979	95280.4309	28985.665	60525.3211	83726.658	37568.5019	112614.4775	112361.426	35902.9488	153272.1417	95241.4727	130160.476	116371.4819	66822.1274	174576.4522	112159.8798	113578.8904	152902.576	54882.2952	158280.6762	63422.0956	62173.6322	58287.2562	43594.2003	42985.8941	64299.6149	59406.5579	36132.4391	28881.5775	31375.1719	34046.4656
PWY-6125	2615.7189	3980.887	18292.2572	13444.2278	8242.7739	15197.7112	17122.0798	21783.1969	10845.3628	10175.4034	12135.4032	13427.3886	16275.2254	5045.9429	10065.4932	17611.9706	11716.4096	17017.8866	7337.416	6857.3802	4725.2475	11011.4077	25562.5915	3431.5031	10008.6884	7012.81	7967.7189	13715.5491	1542.7745	9935.8367	11219.3034	18520.2004	4039.7599	6409.8875	4892.181	15230.8539	5927.5485	7842.6702	139.8476	5546.7137	12746.4803	7040.1618	9043.8267	5444.639	3404.8693	22168.8182	11599.4	13196.2197	12725.6409	13040.8849	2487.1472	10037.7408	5222.6646	5539.8896	13967.5635	2965.5946	9925.8215	18747.3653	9160.9967	6918.9533	11192.9868	19857.6398	14699.2457	23150.2481	7033.8196	49850.8931	56750.8707	6587.4392	18031.8627	8149.6629	5056.619	7448.8127	8260.4085	9911.7081	7340.1647	42692.1438	14248.8508	6810.7376	13194.5564	6239.7823	11925.9665	7133.9897	29485.5718	65896.23	8332.267	20872.2984	9983.0191	19378.2666	23054.9198	10764.4912	24483.7428	29040.1175	11796.7439	63409.0993	40397.3137	54139.1416	44278.3777	17385.1114	64252.6788	35206.1929	39381.6111	63175.101	13632.2971	28720.3677	25459.1229	16759.6193	15922.2218	14940.9012	6500.6436	29137.7942	24718.6709	10949.411	9170.4965	10298.7691	6387.4658
PWY-6126	9639.6487	13148.2535	57770.6571	43098.034	28959.7139	98441.8853	86359.7149	84853.5253	40622.2097	61118.2192	43275.9097	59341.8298	45172.5093	24493.8932	39169.9892	57016.3472	38374.6705	57877.0278	35624.795	22146.3614	26781.7835	37964.9848	92694.9915	24208.5875	41143.0807	22560.5446	41995.2358	66566.4442	1773.9958	40572.1658	54324.0668	41572.4371	14852.3996	25543.0658	17283.6474	50882.7041	16621.7109	23804.3922	370.5255	17112.7688	42205.0946	32574.0885	26742.9919	21573.6113	11279.8784	49006.5725	39966.7006	49184.4867	40103.2366	50174.8822	10204.4715	27866.1999	20934.0163	17409.0599	42606.1917	13241.6055	39226.4127	42791.0737	21942.3817	26065.7613	30606.8897	40903.6319	31858.9528	63617.7421	14499.7595	111877.4319	151685.6447	32054.0514	41192.5803	28248.1069	16775.9363	14116.8701	27580.7742	24549.395	22499.9841	109061.5553	37528.1154	25326.2109	41737.2092	22986.6068	35612.0939	34160.4067	91542.58	148302.0719	35762.6503	96832.5762	28965.8006	65576.0843	85300.6208	36787.239	111965.0844	116424.7553	34181.7609	151087.0039	102439.8984	137769.08	121215.7034	66552.9138	190514.8819	106550.9778	117992.7907	159827.2191	53446.426	159855.2391	66667.6697	60056.7055	54748.9474	43843.1489	34089.592	78495.8301	62102.4295	40373.2889	27329.5531	30722.278	33089.4309
PWY-6141	0.0	0.0	0.0	1.9089	0.0	0.0	0.0	0.0	0.0	0.6364	0.0	0.0	1.2727	0.0	2.5452	0.0	0.6363	0.0	1.909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6364	2.5453	0.0	0.6364	0.6364	0.0	0.0	0.6364	0.0	0.0	0.0	0.0	1.9091	0.0	0.0	0.0	0.0	1.9091	0.0	0.0	3.8178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6363	0.0	1.2726	0.0	0.0
PWY-6147	6584.0224	8664.693	39086.9712	29696.1157	21602.6058	75503.146	68420.1846	53546.0844	28734.7487	49862.729	30896.7456	40967.8032	32879.8411	21094.8262	27056.4177	36553.7308	25633.9076	42719.683	24924.6072	17912.1224	18924.3589	27631.2028	73181.6263	18085.0058	33202.4063	16420.2084	26869.8663	52610.87	1534.1363	32579.6121	45323.1339	32638.3391	8828.3065	16119.6606	14208.4712	32834.2475	12131.8442	16900.5459	167.0439	10776.4056	31710.3277	24524.8186	18158.5037	12330.1549	8344.4628	31246.1958	23865.1437	36796.6183	27439.0347	34601.8225	8120.0544	18339.6315	15226.8065	13974.2594	33664.2171	9688.9287	25969.9892	28214.9299	12586.453	19894.6961	21470.5703	28022.1498	15616.1955	41665.1561	9172.0369	77387.9085	111291.1502	21165.715	28054.8277	20904.4968	12755.8655	8994.9991	21282.2588	14278.6385	14599.6061	71568.6033	26053.8102	18424.6765	33803.5138	15954.5419	24184.3905	26544.0262	67994.5389	95124.9137	23892.7608	70237.7248	22213.5772	45671.1586	64782.0498	25981.1759	79192.8729	82225.8664	27169.073	115691.9099	70154.6478	91227.8401	88272.438	40423.6062	116291.6299	82267.095	81691.0552	99740.2332	37131.6587	87961.0821	39067.8196	41752.1182	41357.2907	29235.1053	32043.263	43358.7759	42115.0418	23445.4395	19543.2088	21769.1718	23076.3397
PWY-6148	0.0	0.0	0.0	3.5715	0.0	0.0	0.0	0.0	0.0	1.1967	0.0	0.0	2.3316	0.0	4.7884	0.0	1.1919	0.0	3.4746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1937	4.7946	0.0	1.1748	1.1972	0.0	0.0	1.1904	0.0	0.0	0.0	0.0	3.5853	0.0	0.0	0.0	0.0	3.5959	0.0	0.0	7.1752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1322	0.0	2.3939	0.0	0.0
PWY-6151	6003.8865	7835.0617	34897.9599	30153.3256	21797.952	73854.7486	56389.5675	50101.7269	27546.8673	36567.479	26443.0887	43337.4538	27600.4325	16279.8033	20740.5021	43238.2522	25232.5267	31409.3919	22847.0786	12835.1772	14088.0289	28436.9947	69540.1423	16857.6262	23083.0638	11885.0697	24816.0941	43107.9415	868.5115	34108.3534	35673.6418	23598.5582	9342.093	15396.4406	12777.5402	28085.6608	10867.0045	14383.8925	414.4559	9972.2018	25348.5815	20988.4037	16189.7838	13414.4907	9032.4501	25100.4889	26503.8665	28557.5356	21913.3474	31278.9363	7842.9942	14582.062	14664.082	12044.3818	28854.9756	9780.5947	24959.1935	24302.9849	13232.1378	17252.6223	18046.7914	26216.8979	20338.0916	42500.0178	8610.5158	60596.9332	90616.2108	18050.1309	23332.9249	17274.5325	9259.3596	6941.9744	18037.1607	13276.8498	13707.0301	56638.3151	22560.1066	14070.9756	24081.3897	14869.8707	17959.5524	23228.2853	53487.3074	89854.1394	21677.1883	55280.815	19579.7	43336.6015	48018.4246	20270.4782	58303.4249	60063.4073	21221.6134	97252.1679	62092.7418	80075.1537	80788.3495	44651.4862	97154.2688	92302.8434	69279.1275	96626.4139	33295.5035	75585.2433	42612.1009	37928.8609	38013.8566	29442.2645	26339.0489	47615.2596	35431.2714	25197.8	15183.8964	18928.294	20748.498
PWY-6163	10752.3313	14052.3262	59770.9914	49652.4238	34527.2898	134971.5275	110775.9247	91678.4627	49895.6447	82524.7615	48378.3768	71536.3038	48341.3376	33139.193	41981.2347	61783.6187	43300.2363	61379.4378	41057.7865	25888.5309	29009.05	41386.6517	109774.4212	29592.4003	46822.175	24559.1765	48139.8087	75332.3263	1557.4799	49321.3045	66467.9765	40817.4626	14619.0651	25735.2468	21502.904	54272.5993	17880.6226	25026.6471	512.7141	18568.0194	53022.0846	41132.5027	28556.2951	21438.8454	14160.3531	45834.0253	43842.6682	56239.2417	42057.7027	57885.1512	13375.085	29268.7244	24523.3099	22413.5948	50951.3394	16599.1366	40315.3307	40973.1493	19792.5164	29721.0822	33516.4121	41177.7922	27099.0062	63230.84	13701.4873	107026.8058	147836.6283	36803.4242	42793.7805	32466.6543	17752.2271	13813.6677	32160.8749	23171.2844	22822.1948	101400.6584	39890.4777	27982.2605	52231.2634	25309.4899	37366.784	43217.727	98236.0436	135573.975	38792.5529	103599.7324	31184.3331	66287.5142	90917.7642	40341.1365	125140.4059	122559.6028	39027.9154	164146.1781	96949.3926	133271.1743	123564.7235	71691.3299	186636.233	126103.128	122659.5532	159893.5372	60403.0831	172428.0389	65601.1741	67468.2995	62358.3227	48216.1872	50161.7819	71831.9804	61179.0057	39840.9954	30935.8515	34386.1399	38346.6872
PWY-6165	0.0	0.0	0.0	5.9568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6666	0.0	0.0	0.0	1.9953	0.0	5.9794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.89	0.0	1.9969	1.998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7881	0.0	0.0	0.0	0.0	5.9878	0.0	0.0	2.3762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8666	0.0	3.5553	0.0	0.0
PWY-6167	0.0	0.0	0.0	5.6236	0.0	0.0	0.0	0.0	0.0	1.8749	0.0	0.0	3.7494	0.0	7.4975	0.0	1.8748	0.0	5.6225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8747	7.4986	0.0	1.8748	1.8749	0.0	0.0	1.8744	0.0	0.0	0.0	0.0	5.6243	0.0	0.0	0.0	0.0	5.6245	0.0	0.0	11.2485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8748	0.0	3.749	0.0	0.0
PWY-6174	0.0	0.0	0.0	3.4956	0.0	0.0	0.0	0.0	0.0	1.1661	0.0	0.0	2.3323	0.0	4.6523	0.0	1.1629	0.0	3.4916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1642	4.6651	0.0	1.1651	1.1658	0.0	0.0	1.166	0.0	0.0	0.0	0.0	3.4956	0.0	0.0	0.0	0.0	3.4995	0.0	0.0	6.9954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1655	0.0	2.326	0.0	0.0
PWY-6182	0.0	3.9243	136.8282	25.319	1.8812	3.604	57.8922	14.2692	5.6	42.2109	33.1102	2.24	1.9854	7.0214	190.5983	0.0	5.6176	41.305	0.0	33.5353	0.0	3.5413	3.4096	0.0	290.7352	0.0	0.0	104.3084	0.0	1.1507	3.5733	0.0	7.5634	0.2974	1.12	37.7548	0.0	0.0	0.0	7.4406	1.12	10.5432	1.12	0.0	3.1751	1001.8378	22.0728	80.8681	0.0	205.9633	0.0	0.0	0.0	9.5158	0.0	0.0	1.1831	17.093	43.73	0.4228	0.0	0.0	32.5333	46.7102	0.1475	410.7837	2.5333	25.1785	0.1475	0.0	0.5385	315.1369	0.0	1.7278	0.0	54.9365	1.1507	0.0	7.3544	0.0	19.4669	7.0575	458.2634	53.7911	0.0	0.0	1.12	0.0	8.8393	4.5306	1.7396	7.8401	0.0	0.7406	0.0	0.0	0.0	0.0	334.2809	2.4654	1.1507	210.3893	0.4092	4.48	219.0069	180.9999	0.0	16.6327	0.0	252.294	0.0	8.7685	90.8047	132.4965	3.36
PWY-6185	0.0	4.2795	144.9595	28.1362	2.0941	3.9196	57.8591	14.7222	5.8824	44.9563	35.7177	2.3529	2.1194	7.5345	201.4367	0.0	5.9096	43.6697	0.0	35.7731	0.0	3.7435	3.6066	0.0	301.3933	0.0	0.0	103.4604	0.0	1.2245	3.869	0.0	8.4435	0.3218	1.1765	40.0639	0.0	0.0	0.0	8.231	1.1765	12.0792	1.1765	0.0	3.3843	1062.6895	23.5995	86.2229	0.0	229.1506	0.0	0.0	0.0	10.2962	0.0	0.0	1.2766	18.1034	48.5765	0.4427	0.0	0.0	34.2	52.0937	0.1624	425.3554	2.4778	25.9778	0.1624	0.0	0.5556	311.6851	0.0	1.8396	0.0	61.3928	1.2245	0.0	7.6276	0.0	20.6665	6.0592	452.2659	57.0203	0.0	0.0	1.1765	0.0	9.5985	4.7844	1.8584	8.1039	0.0	0.803	0.0	0.0	0.0	0.0	370.5136	2.6373	1.2245	230.2984	0.4222	4.7059	231.2659	193.3972	0.0	15.9025	0.0	267.2986	0.0	9.7543	94.1111	146.0993	3.5294
PWY-621	10050.3363	12712.611	52076.2986	46138.4311	29940.1483	150399.6369	111997.1825	81881.8435	45154.8833	83171.9388	44011.9277	68191.426	48289.166	31223.7289	39655.7165	44101.143	38999.6902	49247.266	37577.5137	24025.4865	26784.6709	30144.1237	87670.3253	28469.3415	44211.1542	21229.4624	44268.6436	75457.3432	782.6566	37760.7552	63308.5098	29964.3671	16169.0868	26253.0468	17478.124	48889.6919	16296.6748	20435.0596	459.083	17595.3758	49266.7121	39958.2871	26375.7417	18999.9902	12117.554	41163.2868	40252.2944	52682.4497	34432.633	55834.0058	11483.1491	26109.3858	23991.0277	22598.7036	46962.9262	15811.9296	42248.2554	36369.9833	20964.4853	26179.4002	30682.1997	34639.8445	32078.0821	60711.2208	10259.0199	91434.1187	135839.0379	37678.3229	37712.1963	29590.3894	14803.6747	12448.3288	29827.3657	21808.5266	19310.4183	94755.804	41528.1577	26664.5306	51181.6192	23553.1594	33456.1386	40228.1739	104480.8182	147857.7328	32568.2246	90653.331	24604.9547	47891.0285	74621.1878	36299.1793	107189.3414	105915.1528	34562.9442	124817.6304	78057.4327	103083.8495	100112.2781	75601.3944	164355.4701	101536.5041	106053.9865	133784.0698	58226.6718	142666.7935	68948.2952	66750.9563	60722.5526	43883.4881	46658.0948	73968.8836	46701.589	36580.879	29251.2318	31089.2659	36745.5761
